corte,evaluado_con_datos_hasta,n_skus,mae_modelo,mae_baseline,sesgo,cobertura_p80,cobertura_p90,cobertura_p95
2026-02,2026-05,4640,1.6788091307126471,1.6956842672413794,-0.31854456295144085,0.7517241379310344,0.9053879310344828,0.9545258620689655
