cod_articulo,nom_articulo,clase_abc,urgencia,alerta,comprar,cant_master,inversion_usd,ventas_ult_3m,pred_esperada,objetivo,stock_seguridad,posicion,stock_fisico,en_camino,pendiente_entregar,alcance_meses,prob_demanda,tendencia,pedidos_taller_3m,meses_desde_ultima_venta,Fob
GHPW2003-SP-W.S.R.K,Water seal repair kit,C,CRITICO: sin stock y con pedidos,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,6.0,1.0,1.2,1.8,0.7,-1.0,0.0,0,1,-4.2,26.0,2.0,4.0,1,2.0
GRT75-2-SP-53,CYLINDERASSEMBLY,C,ALTO: quiebra antes de que llegue el pedido,,3,1,731.0,2.0,1.6,2.3,0.7,0.0,0.0,0,0,0.0,40.0,2.0,1.0,0,243.8
GHPW2103-SP-27,High Pressure Pipe,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,22,1,355.0,6.0,6.9,21.2,14.2,0.0,0.0,0,0,0.0,74.0,1.5,4.0,1,16.2
AC1301008-SP-M.A,Motor assembly,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,349.0,1.0,0.7,3.3,2.6,0.0,0.0,0,0,0.0,19.0,2.0,1.0,1,87.1
WAP4R22-SP-53,Motor,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,293.0,0.0,0.3,2.2,1.9,0.0,0.0,0,0,0.0,14.0,,0.0,9,97.6
LM321-SP-M.A,Motor assembly,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,15,1,225.0,3.0,8.0,14.9,6.9,0.0,0.0,0,0,0.0,65.0,0.8,0.0,1,15.0
GDE50001-SP-55-4-NEW,Generator Rotator,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,214.0,0.0,0.5,3.3,2.8,0.0,0.0,0,0,0.0,14.0,,0.0,14,53.4
PDB15006-SP-72,REPUESTOPDB15006-SP-72ARMATURE220-240V,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,10,1,190.0,3.0,2.8,9.5,6.7,0.0,0.0,0,0,0.0,55.0,1.5,0.0,2,19.0
GE90006-SP-1,GENERATOR HEAD ASSY,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,177.0,0.0,0.7,0.7,0.0,0.0,0.0,0,0,0.0,18.0,0.0,0.0,3,177.1
AGL02301-SP-GUN,gun,A,ALTO: quiebra antes de que llegue el pedido,,19,1,171.0,6.0,6.8,18.3,11.5,0.0,0.0,0,0,0.0,85.0,1.1,0.0,0,9.0
DP133505-SP-23,REPUESTODP133505-SP-23MOTOR,B,ALTO: quiebra antes de que llegue el pedido,,4,1,160.0,2.0,1.4,3.5,2.1,0.0,0.0,0,0,0.0,40.0,2.0,0.0,0,40.0
AGL02301-SP-1-77,Pump Head,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,154.0,0.0,2.5,2.5,0.1,0.0,0.0,0,0,0.0,77.0,,0.0,28,51.3
PDB22001-SP-80-98,Handle components,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,5,1,134.0,2.0,1.4,4.1,2.7,0.0,0.0,0,0,0.0,28.0,2.0,2.0,1,26.8
GEI47506E-SP-23,Inverter Module,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,123.0,0.0,0.5,0.5,0.0,0.0,0.0,0,0,0.0,17.0,0.0,0.0,3,123.2
CS18528-SP-39,rotor,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,13,1,118.0,0.0,2.7,12.2,9.5,0.0,0.0,0,0,0.0,42.0,0.0,0.0,3,9.0
WCM1A200-SP-13,Assembly For Motor,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,111.0,1.0,1.1,1.8,0.7,0.0,0.0,0,0,0.0,32.0,1.0,1.0,2,55.6
CRHLI20208-SP-10,Gear Box Assy,C,ALTO: quiebra antes de que llegue el pedido,,7,1,108.0,2.0,5.2,6.7,1.4,0.0,0.0,0,0,0.0,71.0,1.0,0.0,0,15.5
GEI35006-SP-48,Inveter Module,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,97.0,0.0,0.5,0.3,0.0,0.0,0.0,0,0,0.0,15.0,,0.0,12,96.8
CIDLI201452-SP-2,Drill Chuck 0.8-10mm,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,25,1,82.0,0.0,5.7,24.4,18.7,0.0,0.0,0,0,0.0,58.0,0.0,0.0,3,3.3
DDM38001-SP-1,Rotor,C,ALTO: quiebra antes de que llegue el pedido,,3,1,80.0,1.0,1.4,2.8,1.4,0.0,0.0,0,0,0.0,26.0,2.0,0.0,0,26.7
WCM1A200-SP-58,Motor,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,79.0,1.0,1.2,1.8,0.6,0.0,0.0,0,0,0.0,33.0,2.0,1.0,2,39.6
TS15008-SP-207,REPUESTOTS15008-SP-207ROTOR,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,71.0,0.0,0.4,1.4,1.0,0.0,0.0,0,0,0.0,15.0,,0.0,16,35.6
CIWLI20208-SP-4,Stator & Controller Assy,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,7,1,70.0,0.0,3.2,6.8,3.7,0.0,0.0,0,0,0.0,23.0,,0.0,9,9.9
DDM38001-SP-6,stator component,C,ALTO: quiebra antes de que llegue el pedido,,3,1,67.0,1.0,1.4,2.3,1.0,0.0,0.0,0,0,0.0,22.0,2.0,1.0,0,22.2
ACS175406-SP-M.H,Machine Head,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,65.0,0.0,0.3,0.2,0.0,0.0,0.0,0,0,0.0,13.0,,0.0,12,64.8
ING-MMA18058-SP-8,Main PCB,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,63.0,0.0,0.7,1.0,0.2,0.0,0.0,0,0,0.0,17.0,,0.0,17,62.6
WAP3A24-SP-56,Ball Valve,A,ALTO: quiebra antes de que llegue el pedido,,64,1,57.0,15.0,23.6,64.0,40.4,0.0,0.0,0,0,0.0,74.0,2.0,20.0,0,0.9
HLRL30051-SP-A,Acceptor,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,57.0,0.0,0.5,0.5,0.0,0.0,0.0,0,0,0.0,12.0,,0.0,20,56.6
WQX01202-SP-8,Motor pump group,C,ALTO: quiebra antes de que llegue el pedido,,5,1,56.0,1.0,2.6,4.6,2.0,0.0,0.0,0,0,0.0,58.0,0.5,0.0,0,11.2
P08-51-062,starter assembly,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,40,1,55.0,0.0,16.2,39.1,22.9,0.0,0.0,0,0,0.0,43.0,0.0,0.0,3,1.4
ING-MMA16018-SP-5,DC fan,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,18,1,55.0,5.0,7.0,17.1,10.1,0.0,0.0,0,0,0.0,79.0,1.1,0.0,1,3.0
CPWLI20082-SP-2,Pumpassembly,C,ALTO: quiebra antes de que llegue el pedido,,9,1,53.0,4.0,5.3,8.9,3.6,0.0,0.0,0,0,0.0,84.0,1.3,1.0,0,5.9
MX214008-SP-53,SoftStart,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,24,1,43.0,1.0,9.3,23.3,14.0,0.0,0.0,0,0,0.0,75.0,0.2,2.0,1,1.8
RH1500528-SP-78,Eccentric gear subassembl,C,ALTO: quiebra antes de que llegue el pedido,,2,1,43.0,2.0,1.1,1.7,0.5,0.0,0.0,0,0,0.0,40.0,2.0,2.0,0,21.6
CIDLI20668-SP-7/10/12,Stator and electric control assembly,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,43.0,0.0,2.1,3.5,1.4,0.0,0.0,0,0,0.0,45.0,0.0,0.0,5,10.6
AC255011-SP-37,Coil,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,42.0,0.0,0.6,1.9,1.3,0.0,0.0,0,0,0.0,13.0,,0.0,21,21.2
GSE80001-SP-P-3,Muffler,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,41.0,0.0,0.7,1.0,0.3,0.0,0.0,0,0,0.0,17.0,,0.0,17,41.3
JAP15001-SP-174,ROTOR,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,40.0,0.0,0.4,1.4,1.0,0.0,0.0,0,0,0.0,15.0,,0.0,12,20.0
ACS215506-SP-MOTOR,motor,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,40.0,1.0,0.5,0.7,0.3,0.0,0.0,0,0,0.0,20.0,2.0,0.0,2,40.2
GEI47506E-SP-1-80,Stator,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,40.0,0.0,0.5,0.5,0.0,0.0,0.0,0,0,0.0,17.0,0.0,0.0,3,40.3
HPWR18008-SP-E-3,Gear Box Kit,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,7,1,38.0,2.0,2.5,6.7,4.2,0.0,0.0,0,0,0.0,38.0,2.0,0.0,2,5.5
TS15007-SP-98,On/Offswitch,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,11,1,37.0,0.0,2.1,11.0,8.9,0.0,0.0,0,0,0.0,42.0,0.0,0.0,5,3.3
JAP15001-SP-175,Stator,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,36.0,0.0,0.4,1.4,1.0,0.0,0.0,0,0,0.0,15.0,,0.0,12,17.8
CDLI20028-SP-3,CDLI20028-SP-3,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,7,1,36.0,0.0,4.4,6.4,2.0,0.0,0.0,0,0,0.0,44.0,0.0,0.0,5,5.2
WLAPM22-SP-30-33,Angle grinding controller,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,34.0,0.0,3.2,3.1,0.0,0.0,0.0,0,0,0.0,77.0,,0.0,27,8.6
PDB17008-SP-1-5/8/9,Block Blessing Assy,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,6,1,33.0,1.0,2.0,5.7,3.7,0.0,0.0,0,0,0.0,46.0,0.7,0.0,2,5.5
CBSLI20127-SP-103,Saw Blade,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,30.0,0.0,0.6,3.4,2.8,0.0,0.0,0,0,0.0,15.0,,0.0,22,7.4
GE15005-SP-25,Carburetor,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,7,1,30.0,1.0,2.3,6.2,3.9,0.0,0.0,0,0,0.0,61.0,0.5,0.0,2,4.3
SPD10001-SP-18-28,MOTOR ASSY,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,30.0,0.0,0.5,0.2,0.0,0.0,0.0,0,0,0.0,16.0,,0.0,6,29.8
GEI47506E-SP-1-81,Rotor,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,29.0,0.0,0.5,0.5,0.0,0.0,0.0,0,0,0.0,17.0,0.0,0.0,3,29.0
ING-MMA16049-SP-5,Fan,B,ALTO: quiebra antes de que llegue el pedido,,17,1,27.0,4.0,6.0,16.5,10.5,0.0,0.0,0,0,0.0,76.0,1.0,0.0,0,1.6
CRSLI2108-SP-30,Reciprocating Rod Assembly,B,ALTO: quiebra antes de que llegue el pedido,,9,1,26.0,3.0,3.4,8.0,4.6,0.0,0.0,0,0,0.0,64.0,1.5,1.0,0,2.9
GEI30001-SP-12-49,Carburetor Assembly,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,25.0,1.0,0.4,1.3,0.9,0.0,0.0,0,0,0.0,19.0,2.0,0.0,2,12.4
GLM196202-SP-48,Lower Handle,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,6,1,25.0,0.0,1.8,5.0,3.2,0.0,0.0,0,0,0.0,28.0,0.0,0.0,3,4.1
LM385-SP-8,ARMATURE,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,25.0,0.0,2.1,2.8,0.7,0.0,0.0,0,0,0.0,31.0,,0.0,7,8.4
ING-MMA18049-SP-6,Main PCB,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,25.0,0.0,0.6,0.6,0.0,0.0,0.0,0,0,0.0,18.0,0.0,0.0,3,24.6
CDLI20011-SP-13,Switch,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,5,1,24.0,0.0,3.2,4.5,1.3,0.0,0.0,0,0,0.0,77.0,,0.0,25,4.7
ING-MMA1606-SP-10,EarthClampSubassembly,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,6,1,23.0,0.0,1.2,5.6,4.5,0.0,0.0,0,0,0.0,17.0,,0.0,17,3.8
SPD7508-SP-16-25,MOTOR ASSY,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,22.0,0.0,0.4,0.3,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,14,22.0
HLL255267-SP-C.A.C,Charger + adapter cable,B,ALTO: quiebra antes de que llegue el pedido,,6,1,20.0,2.0,2.5,5.6,3.1,0.0,0.0,0,0,0.0,53.0,2.0,2.0,0,3.4
GHPW2003-SP-1-75,The Fuel Tank,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,20.0,1.0,0.8,2.4,1.6,0.0,0.0,0,0,0.0,19.0,2.0,0.0,2,6.6
WAY1A10-SP-N.J,Nozzle jacket,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,22,1,19.0,4.0,6.5,21.8,15.2,0.0,0.0,0,0,0.0,59.0,0.6,0.0,2,0.8
CVLI2006-SP-6,Dust cup,B,ALTO: quiebra antes de que llegue el pedido,,13,1,19.0,5.0,6.5,12.8,6.4,0.0,0.0,0,0,0.0,72.0,2.0,5.0,0,1.4
ING-MMA18049-SP-4,DC fan,B,ALTO: quiebra antes de que llegue el pedido,,11,1,17.0,4.0,3.9,10.2,6.2,0.0,0.0,0,0,0.0,68.0,1.6,0.0,0,1.6
AG1100385-SP-43,Constant Work Governor,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,17.0,0.0,2.1,2.8,0.7,0.0,0.0,0,0,0.0,44.0,0.0,0.0,3,5.6
PDB22001-SP-54,YTypeSealingRing45.7×55.2×7,C,ALTO: quiebra antes de que llegue el pedido,,4,1,17.0,1.0,2.2,3.4,1.3,0.0,0.0,0,0,0.0,45.0,1.0,0.0,0,4.3
AAC1601-SP-C.P.A,AAC1601-SP-C.P.A,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,17.0,0.0,0.9,1.7,0.8,0.0,0.0,0,0,0.0,28.0,0.0,0.0,3,8.4
ID211008-SP-40,Rotor,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,16.0,0.0,0.7,1.2,0.5,0.0,0.0,0,0,0.0,24.0,,0.0,9,8.2
WHP3A12-SP-16,Gun handle,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,15.0,0.0,0.7,3.4,2.7,0.0,0.0,0,0,0.0,23.0,,0.0,7,3.8
RH1600388-SP-16,Impact hammer,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,9,1,14.0,4.0,5.3,9.0,3.7,0.0,0.0,0,0,0.0,52.0,2.0,0.0,1,1.5
WXU1307-SP-E-12-2,Muffler Comp,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,13.0,0.0,0.9,1.6,0.7,0.0,0.0,0,0,0.0,32.0,0.0,0.0,4,6.6
AG24008-SP-44,CordAndPlug,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,5,1,13.0,0.0,3.3,4.6,1.3,0.0,0.0,0,0,0.0,53.0,0.0,0.0,3,2.7
WAP4R11-SP-63,Check Valve,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,8,1,12.0,0.0,1.9,7.3,5.4,0.0,0.0,0,0,0.0,32.0,0.0,0.0,4,1.4
CIDLI20608-SP-POTHOOK,pothook,A,ALTO: quiebra antes de que llegue el pedido,,102,1,11.0,59.0,47.6,101.3,53.7,0.0,0.0,0,0,0.0,90.0,1.2,50.0,0,0.1
GC6101-SP-8-6,InnerTube,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,6,1,11.0,5.0,2.3,5.7,3.5,0.0,0.0,0,0,0.0,51.0,2.0,5.0,1,1.8
CM30-1-SP-26,REPUESTOHORMIGONERACM30-1-SP-26BELTWHEEL,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,7,1,11.0,1.0,2.0,6.3,4.2,0.0,0.0,0,0,0.0,46.0,0.4,0.0,2,1.6
EH5001-SP-6-13,Rope drum and wire rope assembly(12 m.),C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,11.0,0.0,0.5,0.5,0.0,0.0,0.0,0,0,0.0,15.0,,0.0,22,10.8
WETH1A02-SP-83,up and down switch,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,10.0,1.0,1.0,1.7,0.7,0.0,0.0,0,0,0.0,29.0,2.0,0.0,1,5.2
GEI23006-SP-1-29,Carburetor Assembly,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,10.0,0.0,0.8,0.6,0.0,0.0,0.0,0,0,0.0,16.0,0.0,0.0,5,10.2
GWP202-SP-1-25,Carburetor,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,9.0,0.0,0.5,1.8,1.4,0.0,0.0,0,0,0.0,14.0,,0.0,11,4.7
CDLI20051-SP-11/12,Switch,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,9.0,0.0,0.7,1.9,1.2,0.0,0.0,0,0,0.0,17.0,,0.0,17,4.7
CIDLI201452-SP-13,Switch,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,9.0,0.0,0.4,1.6,1.1,0.0,0.0,0,0,0.0,15.0,,0.0,17,4.7
CVLI2001-SP-7,Motor,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,8.0,1.0,1.3,2.0,0.7,0.0,0.0,0,0,0.0,33.0,2.0,1.0,2,4.1
WLC15008-SP-55,Stator,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,8.0,0.0,0.5,0.3,0.0,0.0,0.0,0,0,0.0,14.0,,0.0,14,7.6
CIWLI20010-SP-5,Rotor,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,8.0,0.0,2.1,2.1,0.1,0.0,0.0,0,0,0.0,76.0,,0.0,28,2.7
GHPW2003-SP-1-13,"Rod Assembly., Connecting",C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,8.0,0.0,1.5,2.4,0.9,0.0,0.0,0,0,0.0,33.0,0.0,0.0,4,2.6
CDLI20028-SP-2,Drill Chuck 0.8-10mm,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,7,1,7.0,0.0,0.9,6.1,5.1,0.0,0.0,0,0,0.0,15.0,,0.0,22,1.1
CSSLI2001-SP-9,UpCutterBlade,A,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,7.0,0.0,0.4,2.4,1.9,0.0,0.0,0,0,0.0,15.0,,0.0,18,2.2
MD541141-SP-1-43,The Ignition Coil,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,5,1,7.0,0.0,1.6,4.9,3.3,0.0,0.0,0,0,0.0,41.0,0.0,0.0,3,1.3
PL7508-SP-10,Cutter Holder,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,7.0,0.0,1.0,1.5,0.6,0.0,0.0,0,0,0.0,29.0,,0.0,8,3.6
RH10506-SP-1,RubberHead,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,23,1,6.0,0.0,10.6,22.3,11.7,0.0,0.0,0,0,0.0,60.0,0.0,0.0,3,0.3
WAP4R22-SP-61,Check Valve,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,6.0,1.0,1.1,3.6,2.5,0.0,0.0,0,0,0.0,40.0,2.0,0.0,1,1.4
GE65006-SP-34-3,Voltmeter,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,6.0,0.0,0.8,1.5,0.7,0.0,0.0,0,0,0.0,28.0,0.0,0.0,3,3.0
WAP4R22-SP-73,Air Cock Assembly,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,5.0,2.0,1.1,3.5,2.4,0.0,0.0,0,0,0.0,36.0,1.3,2.0,2,1.3
CIDLI20602-SP-2,Drill Chuck 1/2-13mm,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,5.0,0.0,0.5,1.9,1.4,0.0,0.0,0,0,0.0,14.0,,0.0,13,2.7
AG200018-SP-44/47/48,Switch,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,5.0,1.0,0.6,1.7,1.1,0.0,0.0,0,0,0.0,21.0,2.0,0.0,1,2.3
AC1301008-SP-26,Protector,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,5,1,5.0,0.0,1.3,5.0,3.7,0.0,0.0,0,0,0.0,28.0,,0.0,6,1.1
CIWLI20010-SP-10,Controller,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,5.0,0.0,0.4,0.4,0.0,0.0,0.0,0,0,0.0,15.0,,0.0,22,5.5
DP207505-SP-10,Rocker,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,5.0,0.0,0.6,1.3,0.6,0.0,0.0,0,0,0.0,24.0,0.0,0.0,3,2.5
SPDB22008-SP-33,Bearing,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,5.0,0.0,2.8,2.4,0.0,0.0,0.0,0,0,0.0,78.0,,0.0,26,1.6
PS2408-SP-38,foamplate,B,ALTO: quiebra antes de que llegue el pedido,,10,1,4.0,4.0,3.9,9.2,5.3,0.0,0.0,0,0,0.0,73.0,1.6,0.0,0,0.4
AC255011-SP-59,Drain Valve,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,4,1,4.0,0.0,0.8,3.6,2.8,0.0,0.0,0,0,0.0,20.0,,0.0,8,0.9
TS150078-SP-35,Riving knife,C,ALTO: quiebra antes de que llegue el pedido,,3,1,4.0,1.0,1.6,2.4,0.8,0.0,0.0,0,0,0.0,44.0,2.0,0.0,0,1.3
CVLI2001-SP-16,DustCup,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,4.0,1.0,1.0,1.9,0.8,0.0,0.0,0,0,0.0,30.0,2.0,0.0,2,1.8
MD541141-SP-2-104,Long Bend,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,4.0,0.0,3.2,2.8,0.0,0.0,0.0,0,0,0.0,78.0,,0.0,25,1.5
CRSLI1152-SP-11,Pinion,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,4.0,1.0,1.4,2.0,0.6,0.0,0.0,0,0,0.0,42.0,2.0,0.0,1,1.2
PDB17026-SP-74,Cable,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,4.0,0.0,0.9,0.6,0.0,0.0,0.0,0,0,0.0,15.0,,0.0,22,3.7
AC255011-SP-46,Pressure Regulating Valve,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,3.0,0.0,0.7,1.8,1.0,0.0,0.0,0,0,0.0,17.0,,0.0,17,1.4
PDB130018-SP-18,piston,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,3.0,0.0,0.7,2.6,1.9,0.0,0.0,0,0,0.0,19.0,,0.0,11,1.1
RH150028-SP-1,Rubber Head,B,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,13,1,3.0,0.0,4.8,12.6,7.7,0.0,0.0,0,0,0.0,26.0,,0.0,8,0.3
CIWLI20010-SP-11,Switch,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,3.0,0.0,1.4,1.7,0.3,0.0,0.0,0,0,0.0,50.0,,0.0,24,1.5
MD541141-SP-1-38,The Stator Coil,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,3.0,0.0,0.5,0.1,0.0,0.0,0.0,0,0,0.0,15.0,,0.0,7,2.9
CGSLI20682-SP-5,Tensioning mechanism,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,2,1,3.0,0.0,1.0,1.2,0.3,0.0,0.0,0,0,0.0,23.0,,0.0,10,1.3
CRSLI1152-SP-23,Reciprocating Rod Assembly,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,0,3.0,0.0,0.5,0.4,0.0,0.0,0.0,0,0,0.0,18.0,,0.0,10,2.9
