cod_articulo,nom_articulo,padre,articulo_padre,clase_maquina,tipo_pieza,tamano,confianza,motivo
AAC1408-SP-1,Cigar Lighter&Cable,AAC1408,MINI COMPRESOR AUTO (MOD NUEVO) 12 VOLT INGCO AAC1408 140PSI (10BAR) INFLADOR,MICRO,TINY,Chico,alta,
AAC1408-SP-14,Pressure Gage,AAC1408,MINI COMPRESOR AUTO (MOD NUEVO) 12 VOLT INGCO AAC1408 140PSI (10BAR) INFLADOR,MICRO,SMALL,Chico,baja,pieza no reconocida
AAC1408-SP-15/18-20/29-30,Cylinder head assembly,AAC1408,MINI COMPRESOR AUTO (MOD NUEVO) 12 VOLT INGCO AAC1408 140PSI (10BAR) INFLADOR,MICRO,STRUCT,Chico,alta,
AAC1408-SP-21,Clip Jion Assembly,AAC1408,MINI COMPRESOR AUTO (MOD NUEVO) 12 VOLT INGCO AAC1408 140PSI (10BAR) INFLADOR,MICRO,TINY,Chico,alta,
AAC1408-SP-3,Carbon Brush,AAC1408,MINI COMPRESOR AUTO (MOD NUEVO) 12 VOLT INGCO AAC1408 140PSI (10BAR) INFLADOR,MICRO,TINY,Chico,alta,
AAC1408-SP-31-37,Connecting rod assembly,AAC1408,MINI COMPRESOR AUTO (MOD NUEVO) 12 VOLT INGCO AAC1408 140PSI (10BAR) INFLADOR,MICRO,MEDIO,Chico,alta,
AAC1408-SP-39/40,Rotor,AAC1408,MINI COMPRESOR AUTO (MOD NUEVO) 12 VOLT INGCO AAC1408 140PSI (10BAR) INFLADOR,MICRO,MEDIO,Chico,alta,
AAC1408-SP-5,Switch,AAC1408,MINI COMPRESOR AUTO (MOD NUEVO) 12 VOLT INGCO AAC1408 140PSI (10BAR) INFLADOR,MICRO,TINY,Chico,alta,
AAC1408-SP-B.C,Battery clips,AAC1408,MINI COMPRESOR AUTO (MOD NUEVO) 12 VOLT INGCO AAC1408 140PSI (10BAR) INFLADOR,MICRO,TINY,Chico,alta,
AAC1601-SP-16,AAC1601-SP-16,AAC1601,COMPRESOR 12 VOLT P AUTO INGCO AAC1601,MEDIUM,SMALL,Chico,baja,pieza no reconocida
AAC1601-SP-C.P.A,AAC1601-SP-C.P.A,AAC1601,COMPRESOR 12 VOLT P AUTO INGCO AAC1601,MEDIUM,SMALL,Chico,baja,pieza no reconocida
AAC1601-SP-P.A,Pump assembly,AAC1601,COMPRESOR 12 VOLT P AUTO INGCO AAC1601,MEDIUM,MEDIO,Mediano,alta,
AAC2508-SP-1-3,AAC2508-SP-1-3,AAC2508,COMPRESOR AUTO 12 VOLT 18AMP USO RUDO INGCO AAC2508 120PSI (10BAR),MEDIUM,SMALL,Chico,baja,pieza no reconocida
AAC2508-SP-10,S-Magnetic shoe,AAC2508,COMPRESOR AUTO 12 VOLT 18AMP USO RUDO INGCO AAC2508 120PSI (10BAR),MEDIUM,SMALL,Chico,baja,pieza no reconocida
AAC2508-SP-11,N-Magnetic shoe,AAC2508,COMPRESOR AUTO 12 VOLT 18AMP USO RUDO INGCO AAC2508 120PSI (10BAR),MEDIUM,SMALL,Chico,baja,pieza no reconocida
AAC2508-SP-12,Carbon Brush,AAC2508,COMPRESOR AUTO 12 VOLT 18AMP USO RUDO INGCO AAC2508 120PSI (10BAR),MEDIUM,TINY,Chico,alta,
AAC2508-SP-16/17,Rotor/Retaining ring,AAC2508,COMPRESOR AUTO 12 VOLT 18AMP USO RUDO INGCO AAC2508 120PSI (10BAR),MEDIUM,MEDIO,Mediano,alta,
AAC2508-SP-23,Seal cup,AAC2508,COMPRESOR AUTO 12 VOLT 18AMP USO RUDO INGCO AAC2508 120PSI (10BAR),MEDIUM,TINY,Chico,alta,
AAC2508-SP-25,Cylinder sleeve,AAC2508,COMPRESOR AUTO 12 VOLT 18AMP USO RUDO INGCO AAC2508 120PSI (10BAR),MEDIUM,MEDIO,Mediano,alta,
AAC2508-SP-49,LED Switch,AAC2508,COMPRESOR AUTO 12 VOLT 18AMP USO RUDO INGCO AAC2508 120PSI (10BAR),MEDIUM,TINY,Chico,alta,
AAC2508-SP-52,AAC2508-SP-52,AAC2508,COMPRESOR AUTO 12 VOLT 18AMP USO RUDO INGCO AAC2508 120PSI (10BAR),MEDIUM,SMALL,Chico,baja,pieza no reconocida
AAC2508-SP-53/55/56,Pressure pipe Assy,AAC2508,COMPRESOR AUTO 12 VOLT 18AMP USO RUDO INGCO AAC2508 120PSI (10BAR),MEDIUM,SMALL,Chico,alta,
AAC2508-SP-A.B,Accessory bag,AAC2508,COMPRESOR AUTO 12 VOLT 18AMP USO RUDO INGCO AAC2508 120PSI (10BAR),MEDIUM,SMALL,Chico,alta,
AAC2508-SP-C.R,ConnectingRod,AAC2508,COMPRESOR AUTO 12 VOLT 18AMP USO RUDO INGCO AAC2508 120PSI (10BAR),MEDIUM,MEDIO,Mediano,alta,
AAC2508-SP-P.G.E,WithPressureGageExtendedTubeAssembly,AAC2508,COMPRESOR AUTO 12 VOLT 18AMP USO RUDO INGCO AAC2508 120PSI (10BAR),MEDIUM,SMALL,Chico,baja,pieza no reconocida
AB4018-SP-13,Rotor,AB4018,SOPLADORA ASPIRADORA INGCO 400W AB4018 INGCO,HAND,MEDIO,Chico,alta,
AB4018-SP-16,Stator,AB4018,SOPLADORA ASPIRADORA INGCO 400W AB4018 INGCO,HAND,MEDIO,Chico,alta,
AB4018-SP-19,Switch,AB4018,SOPLADORA ASPIRADORA INGCO 400W AB4018 INGCO,HAND,TINY,Chico,alta,
AB4018-SP-25,Carbon Brush,AB4018,SOPLADORA ASPIRADORA INGCO 400W AB4018 INGCO,HAND,TINY,Chico,alta,
AB4018-SP-30,Dust Bag Ass¨y,AB4018,SOPLADORA ASPIRADORA INGCO 400W AB4018 INGCO,HAND,SMALL,Chico,alta,
AB4028-SP-1,WindPipe,AB4028,,HAND,SMALL,Chico,baja,maquina no encontrada
AB4028-SP-2,WindPipeRing,AB4028,,HAND,TINY,Chico,baja,maquina no encontrada
AB4028-SP-24,Brush,AB4028,,HAND,TINY,Chico,baja,maquina no encontrada
AB4028-SP-4,Switch,AB4028,,HAND,TINY,Chico,baja,maquina no encontrada
AB4028-SP-5,Stator,AB4028,,HAND,MEDIO,Chico,baja,maquina no encontrada
AB4028-SP-8,Armature,AB4028,,HAND,MEDIO,Chico,baja,maquina no encontrada
AB4038-SP-21,carbon brushe,AB4038,SOPLADORA 400W 220V 14000RPM INGCO AB4038,HAND,TINY,Chico,alta,
AB4038-SP-24,Stator,AB4038,SOPLADORA 400W 220V 14000RPM INGCO AB4038,HAND,MEDIO,Chico,alta,
AB4038-SP-25,Rotor,AB4038,SOPLADORA 400W 220V 14000RPM INGCO AB4038,HAND,MEDIO,Chico,alta,
AB6008-SP-1,WindPipe,AB6008,SOPLADORA AIRE 600W INGCO AB6008,HAND,SMALL,Chico,alta,
AB6008-SP-13,Rotor,AB6008,SOPLADORA AIRE 600W INGCO AB6008,HAND,MEDIO,Chico,alta,
AB6008-SP-15,Stator,AB6008,SOPLADORA AIRE 600W INGCO AB6008,HAND,MEDIO,Chico,alta,
AB6008-SP-18,Switch,AB6008,SOPLADORA AIRE 600W INGCO AB6008,HAND,TINY,Chico,alta,
AB6008-SP-19,Pcb,AB6008,SOPLADORA AIRE 600W INGCO AB6008,HAND,SMALL,Chico,alta,
AB6008-SP-23,CarbonBrush,AB6008,SOPLADORA AIRE 600W INGCO AB6008,HAND,TINY,Chico,alta,
AB6008-SP-24,BrushHolder,AB6008,SOPLADORA AIRE 600W INGCO AB6008,HAND,TINY,Chico,alta,
AB6008-SP-25,BrushCover,AB6008,SOPLADORA AIRE 600W INGCO AB6008,HAND,MEDIO,Chico,alta,
AB6008-SP-6,Fan,AB6008,SOPLADORA AIRE 600W INGCO AB6008,HAND,MEDIO,Chico,alta,
AB6038-SP-1/2,Wind pipe sleeve,AB6038,SOPLADORA 650W 220V VEL VARIABLE 0-16000RPM INGCO AB6038,HAND,SMALL,Chico,alta,
AB6038-SP-13,Switch,AB6038,SOPLADORA 650W 220V VEL VARIABLE 0-16000RPM INGCO AB6038,HAND,TINY,Chico,alta,
AB6038-SP-15,PCB,AB6038,SOPLADORA 650W 220V VEL VARIABLE 0-16000RPM INGCO AB6038,HAND,SMALL,Chico,alta,
AB6038-SP-20/22/23,carbon brushe assembly,AB6038,SOPLADORA 650W 220V VEL VARIABLE 0-16000RPM INGCO AB6038,HAND,TINY,Chico,alta,
AB6038-SP-21,carbon brushe,AB6038,SOPLADORA 650W 220V VEL VARIABLE 0-16000RPM INGCO AB6038,HAND,TINY,Chico,alta,
AB6038-SP-24,Stator,AB6038,SOPLADORA 650W 220V VEL VARIABLE 0-16000RPM INGCO AB6038,HAND,MEDIO,Chico,alta,
AB6038-SP-25,Rotor,AB6038,SOPLADORA 650W 220V VEL VARIABLE 0-16000RPM INGCO AB6038,HAND,MEDIO,Chico,alta,
AB6038-SP-27,Cloth bag assembly,AB6038,SOPLADORA 650W 220V VEL VARIABLE 0-16000RPM INGCO AB6038,HAND,SMALL,Chico,alta,
AB8008-SP-1,Housing,AB8008,SOPLADORA ASPIRADORA INGCO 800W,HAND,STRUCT,Mediano,alta,
AB8008-SP-13,REPUESTOAB8008-SP-13CAPACITOR,AB8008,SOPLADORA ASPIRADORA INGCO 800W,HAND,TINY,Chico,alta,
AB8008-SP-14,AdjustSpeedSwitch,AB8008,SOPLADORA ASPIRADORA INGCO 800W,HAND,TINY,Chico,alta,
AB8008-SP-15,Switch,AB8008,SOPLADORA ASPIRADORA INGCO 800W,HAND,TINY,Chico,alta,
AB8008-SP-21,AirDuctTransformation,AB8008,SOPLADORA ASPIRADORA INGCO 800W,HAND,SMALL,Chico,baja,pieza no reconocida
AB8008-SP-23,AirDuct,AB8008,SOPLADORA ASPIRADORA INGCO 800W,HAND,SMALL,Chico,baja,pieza no reconocida
AB8008-SP-25,DustBagConnecter,AB8008,SOPLADORA ASPIRADORA INGCO 800W,HAND,SMALL,Chico,alta,
AB8008-SP-26,Tie,AB8008,SOPLADORA ASPIRADORA INGCO 800W,HAND,SMALL,Chico,baja,pieza no reconocida
AB8008-SP-27,DustBag,AB8008,SOPLADORA ASPIRADORA INGCO 800W,HAND,SMALL,Chico,alta,
AB8008-SP-29,Fan,AB8008,SOPLADORA ASPIRADORA INGCO 800W,HAND,MEDIO,Chico,alta,
AB8008-SP-4,Brush,AB8008,SOPLADORA ASPIRADORA INGCO 800W,HAND,TINY,Chico,alta,
AB8008-SP-6,Stator,AB8008,SOPLADORA ASPIRADORA INGCO 800W,HAND,MEDIO,Chico,alta,
AB8008-SP-8,Rotor,AB8008,SOPLADORA ASPIRADORA INGCO 800W,HAND,MEDIO,Chico,alta,
AB8008-SP-H.J,Corrugated hose + two side joint,AB8008,SOPLADORA ASPIRADORA INGCO 800W,HAND,SMALL,Chico,alta,
AB8038-SP-13,PCB,AB8038,SOPLADORA ASPIRADORA 800W 220V CON ACCESORIOS INGCO AB8038,HAND,SMALL,Chico,alta,
AB8038-SP-14,Switch,AB8038,SOPLADORA ASPIRADORA 800W 220V CON ACCESORIOS INGCO AB8038,HAND,TINY,Chico,alta,
AB8038-SP-24,Stator assembly,AB8038,SOPLADORA ASPIRADORA 800W 220V CON ACCESORIOS INGCO AB8038,HAND,MEDIO,Chico,alta,
AB8038-SP-25,Rotor assembly,AB8038,SOPLADORA ASPIRADORA 800W 220V CON ACCESORIOS INGCO AB8038,HAND,MEDIO,Chico,alta,
AB8038-SP-26-28,Hose assembly,AB8038,SOPLADORA ASPIRADORA 800W 220V CON ACCESORIOS INGCO AB8038,HAND,SMALL,Chico,alta,
AB8038-SP-30,T-brush,AB8038,SOPLADORA ASPIRADORA 800W 220V CON ACCESORIOS INGCO AB8038,HAND,TINY,Chico,alta,
AB8038-SP-31-33,Dust bag assembly,AB8038,SOPLADORA ASPIRADORA 800W 220V CON ACCESORIOS INGCO AB8038,HAND,SMALL,Chico,alta,
AB8038-SP-5,Fan blade,AB8038,SOPLADORA ASPIRADORA 800W 220V CON ACCESORIOS INGCO AB8038,HAND,MEDIO,Chico,alta,
AB8038-SP-6/7,Wind pipe sleeve,AB8038,SOPLADORA ASPIRADORA 800W 220V CON ACCESORIOS INGCO AB8038,HAND,SMALL,Chico,alta,
ABG031-SP-11,Air Joint,ABG031,PISTOLA AIRE SOPLETEAR ABG031 INGCO,MICRO,SMALL,Chico,baja,pieza no reconocida
ABN10301-SP-D,Main Piston,ABN10301,CLAVADORA NEUMATICA 30MM 60-100 PSI INGCO ABN10301,HAND,MEDIO,Chico,alta,
ABN10301-SP-E,Cylinder Piston,ABN10301,CLAVADORA NEUMATICA 30MM 60-100 PSI INGCO ABN10301,HAND,MEDIO,Chico,alta,
ABN10301-SP-F,Switch  Assembly,ABN10301,CLAVADORA NEUMATICA 30MM 60-100 PSI INGCO ABN10301,HAND,TINY,Chico,alta,
ABN10301-SP-G,Trigger Handle Assembly,ABN10301,CLAVADORA NEUMATICA 30MM 60-100 PSI INGCO ABN10301,HAND,MEDIO,Chico,alta,
ABN10301-SP-H,Gun Body Assembly,ABN10301,CLAVADORA NEUMATICA 30MM 60-100 PSI INGCO ABN10301,HAND,STRUCT,Mediano,alta,
ABN10301-SP-I,Fixed Seat  Assembly,ABN10301,CLAVADORA NEUMATICA 30MM 60-100 PSI INGCO ABN10301,HAND,SMALL,Chico,baja,pieza no reconocida
ABN10301-SP-K,Magazine Assembly,ABN10301,CLAVADORA NEUMATICA 30MM 60-100 PSI INGCO ABN10301,HAND,SMALL,Chico,baja,pieza no reconocida
ABN10301-SP-L,Pouch,ABN10301,CLAVADORA NEUMATICA 30MM 60-100 PSI INGCO ABN10301,HAND,SMALL,Chico,baja,pieza no reconocida
ABN15501-SP-20,MAINPISTON,ABN15501,CLAVADORA NEUMATICA INGCO 75 A 100PSI,HAND,MEDIO,Chico,alta,
ABN15501-SP-M.P.A,Main piston Assy,ABN15501,CLAVADORA NEUMATICA INGCO 75 A 100PSI,HAND,MEDIO,Chico,alta,
AC1301008-SP-1,Filter,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,SMALL,Mediano,alta,
AC1301008-SP-10,Oil Ring,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,TINY,Chico,alta,
AC1301008-SP-11,Air Ring,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,TINY,Chico,alta,
AC1301008-SP-12,Piston,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC1301008-SP-16,Connecting-Rod,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,SMALL,Mediano,alta,
AC1301008-SP-21,Back Cover,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC1301008-SP-23,Capacitor Box,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,TINY,Chico,alta,
AC1301008-SP-25,Starting Capacitor,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,TINY,Chico,alta,
AC1301008-SP-26,Protector,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC1301008-SP-27,Running Capacitor,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,TINY,Chico,alta,
AC1301008-SP-28,Motor housing,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC1301008-SP-29,Stator,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC1301008-SP-30,Rotor,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC1301008-SP-35,Front Cover,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC1301008-SP-39,Motor Wheel,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC1301008-SP-4,Cylinder Head,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC1301008-SP-42,Crankshaft Case,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC1301008-SP-48,Crankshaft,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC1301008-SP-5,Cylinder Head Gasket,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC1301008-SP-51,Front Cover Gasket,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC1301008-SP-56,Main Wheel,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC1301008-SP-59,Belt,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,SMALL,Mediano,alta,
AC1301008-SP-6,Air Valve,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,SMALL,Mediano,alta,
AC1301008-SP-62,Pipe Bend,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,SMALL,Mediano,alta,
AC1301008-SP-63,One-Way Valve,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,SMALL,Mediano,alta,
AC1301008-SP-64,Exhaust  Pipe,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,SMALL,Mediano,alta,
AC1301008-SP-68,Connector,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,TINY,Chico,alta,
AC1301008-SP-69,Pipe,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,SMALL,Mediano,alta,
AC1301008-SP-7,Air Valve Gasket,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,TINY,Chico,alta,
AC1301008-SP-70,Pipe Bend,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,SMALL,Mediano,alta,
AC1301008-SP-71,Pressure Gauge,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,TINY,Chico,alta,
AC1301008-SP-72,Safety Valve,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,SMALL,Mediano,alta,
AC1301008-SP-73,Switch,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,TINY,Chico,alta,
AC1301008-SP-74,Ball Valve,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,TINY,Chico,alta,
AC1301008-SP-75,Switch Bracket,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,TINY,Chico,alta,
AC1301008-SP-76,Air Tank,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC1301008-SP-77,Water Drain Valve,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,SMALL,Mediano,alta,
AC1301008-SP-78,Wheel,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC1301008-SP-8,Cylinder,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC1301008-SP-H.L,handlebar,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC1301008-SP-M.A,Motor assembly,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC1301008-SP-M.H,Machine Head,AC1301008,COMPRESOR DE AIRE 100L 3.0HP 220-240V 92DB INGCO AC1301008,LARGE,SMALL,Mediano,baja,pieza no reconocida
AC202411-SP-1,Motor Cover,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
AC202411-SP-10,Alu. Pad,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,SMALL,Chico,baja,pieza no reconocida
AC202411-SP-11,Valve Gasket,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,TINY,Chico,alta,
AC202411-SP-12,Cylinder,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,MEDIO,Mediano,alta,
AC202411-SP-16,Air Ring,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,TINY,Chico,alta,
AC202411-SP-17,Oil Ring,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,TINY,Chico,alta,
AC202411-SP-18,Piston,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,MEDIO,Mediano,alta,
AC202411-SP-21,Connecting Rod,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,MEDIO,Mediano,alta,
AC202411-SP-24,Oil Mirror,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,SMALL,Chico,baja,pieza no reconocida
AC202411-SP-25,Crankshaft Case Cover,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
AC202411-SP-26,Breathing Plug,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,TINY,Chico,alta,
AC202411-SP-27,Oil Baffle,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,TINY,Chico,alta,
AC202411-SP-28,Crankshaft Case,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
AC202411-SP-30,Crankshaft,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,MEDIO,Mediano,alta,
AC202411-SP-32,External Protector,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,MEDIO,Mediano,alta,
AC202411-SP-33,Capacitor,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,TINY,Chico,alta,
AC202411-SP-34,Oil Seal,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,TINY,Chico,alta,
AC202411-SP-36,Rotor,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,MEDIO,Mediano,alta,
AC202411-SP-37,Coil,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,MEDIO,Mediano,alta,
AC202411-SP-39,Motor Bracket,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
AC202411-SP-42,Fan,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,MEDIO,Mediano,alta,
AC202411-SP-45,Ball Valve,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,TINY,Chico,alta,
AC202411-SP-46,Pressure Gauge,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,TINY,Chico,alta,
AC202411-SP-47,Pressure Switch,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,TINY,Chico,alta,
AC202411-SP-48,Safety Valve,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,SMALL,Chico,alta,
AC202411-SP-5,Air Filter,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,SMALL,Chico,alta,
AC202411-SP-51,Check Valve,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,SMALL,Chico,alta,
AC202411-SP-52,High Pressure Pipe,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,SMALL,Chico,alta,
AC202411-SP-55,Wheel,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,MEDIO,Mediano,alta,
AC202411-SP-57,Drain Valve,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,SMALL,Chico,alta,
AC202411-SP-6,Cylinder Head,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,MEDIO,Mediano,alta,
AC202411-SP-7,Cylinder Head Gasket,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,MEDIO,Mediano,alta,
AC202411-SP-8,Air Valve,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,SMALL,Chico,alta,
AC202411-SP-9,Valve Plate,AC202411,COMPRESOR 24LTS (MOD NUEVO) AC202411 INGCO SUPER SELECT,MEDIUM,MEDIO,Mediano,alta,
AC202416-SP-1,Motor Cover,AC202416,COMPRESOR DE AIRE 24L 2.0HP 220-240V 96DB INGCO AC202416,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
AC202416-SP-26,Breathing Plug,AC202416,COMPRESOR DE AIRE 24L 2.0HP 220-240V 96DB INGCO AC202416,MEDIUM,TINY,Chico,alta,
AC202416-SP-28,Crankshaft Case,AC202416,COMPRESOR DE AIRE 24L 2.0HP 220-240V 96DB INGCO AC202416,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
