cod_articulo,nom_articulo,padre,articulo_padre,clase_maquina,tipo_pieza,tamano,confianza,motivo
WEP155501-SP-35,Rear Base Plate,WEP155501,CEPILLO GARLOPA CARPINTERO 550W WADFOW - WEP155501,HAND,STRUCT,Mediano,alta,
WEP155501-SP-37,Switch,WEP155501,CEPILLO GARLOPA CARPINTERO 550W WADFOW - WEP155501,HAND,TINY,Chico,alta,
WEP155501-SP-4,Samll Wheel,WEP155501,CEPILLO GARLOPA CARPINTERO 550W WADFOW - WEP155501,HAND,MEDIO,Chico,alta,
WEP155501-SP-41,Stator,WEP155501,CEPILLO GARLOPA CARPINTERO 550W WADFOW - WEP155501,HAND,MEDIO,Chico,alta,
WEP155501-SP-5,Big Wheel,WEP155501,CEPILLO GARLOPA CARPINTERO 550W WADFOW - WEP155501,HAND,MEDIO,Chico,alta,
WEP155501-SP-9,Rotor,WEP155501,CEPILLO GARLOPA CARPINTERO 550W WADFOW - WEP155501,HAND,MEDIO,Chico,alta,
WER1512001-SP-1,Guide plate,WER1512001,ROUTER 1200W 220V 25000RPM WADFOW WER1512001,HAND,MEDIO,Chico,alta,
WER1512001-SP-10,Guide rod,WER1512001,ROUTER 1200W 220V 25000RPM WADFOW WER1512001,HAND,SMALL,Chico,alta,
WER1512001-SP-13,Chuck,WER1512001,ROUTER 1200W 220V 25000RPM WADFOW WER1512001,HAND,SMALL,Chico,alta,
WER1512001-SP-18,Adjust lever,WER1512001,ROUTER 1200W 220V 25000RPM WADFOW WER1512001,HAND,SMALL,Chico,alta,
WER1512001-SP-22,Knob,WER1512001,ROUTER 1200W 220V 25000RPM WADFOW WER1512001,HAND,TINY,Chico,alta,
WER1512001-SP-3,Base plate,WER1512001,ROUTER 1200W 220V 25000RPM WADFOW WER1512001,HAND,STRUCT,Mediano,alta,
WER1512001-SP-34,Parallel guide,WER1512001,ROUTER 1200W 220V 25000RPM WADFOW WER1512001,HAND,SMALL,Chico,alta,
WER1512001-SP-38,Rotor,WER1512001,ROUTER 1200W 220V 25000RPM WADFOW WER1512001,HAND,MEDIO,Chico,alta,
WER1512001-SP-4,Table,WER1512001,ROUTER 1200W 220V 25000RPM WADFOW WER1512001,HAND,SMALL,Chico,baja,pieza no reconocida
WER1512001-SP-42,Stator,WER1512001,ROUTER 1200W 220V 25000RPM WADFOW WER1512001,HAND,MEDIO,Chico,alta,
WER1512001-SP-47,Carbon brush,WER1512001,ROUTER 1200W 220V 25000RPM WADFOW WER1512001,HAND,TINY,Chico,alta,
WER1512001-SP-50,Switch,WER1512001,ROUTER 1200W 220V 25000RPM WADFOW WER1512001,HAND,TINY,Chico,alta,
WER1512001-SP-7,Dapteh stop,WER1512001,ROUTER 1200W 220V 25000RPM WADFOW WER1512001,HAND,SMALL,Chico,baja,pieza no reconocida
WETH1A01-SP-11,rope drum assembly,WETH1A01,APAREJO ELECTRICO 500KG 9MT 250KG 18MT WADFOW WETH1A01,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
WETH1A01-SP-27,rotor,WETH1A01,APAREJO ELECTRICO 500KG 9MT 250KG 18MT WADFOW WETH1A01,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WETH1A01-SP-28,stator,WETH1A01,APAREJO ELECTRICO 500KG 9MT 250KG 18MT WADFOW WETH1A01,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WETH1A01-SP-43,position limited switch,WETH1A01,APAREJO ELECTRICO 500KG 9MT 250KG 18MT WADFOW WETH1A01,LARGE,TINY,Chico,alta,
WETH1A01-SP-62,Bilateral switch,WETH1A01,APAREJO ELECTRICO 500KG 9MT 250KG 18MT WADFOW WETH1A01,LARGE,TINY,Chico,alta,
WETH1A01-SP-64,emergency stop switch,WETH1A01,APAREJO ELECTRICO 500KG 9MT 250KG 18MT WADFOW WETH1A01,LARGE,TINY,Chico,alta,
WETH1A01-SP-66,capacitor,WETH1A01,APAREJO ELECTRICO 500KG 9MT 250KG 18MT WADFOW WETH1A01,LARGE,TINY,Chico,alta,
WETH1A02-SP-11,Rope Drum Assembly,WETH1A02,APAREJO ELECTRICO 1000KG 9MT 500KG 18MT 1600W WADFOW WETH1A02,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
WETH1A02-SP-30,rotor,WETH1A02,APAREJO ELECTRICO 1000KG 9MT 500KG 18MT 1600W WADFOW WETH1A02,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WETH1A02-SP-31,stator,WETH1A02,APAREJO ELECTRICO 1000KG 9MT 500KG 18MT 1600W WADFOW WETH1A02,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WETH1A02-SP-45,position limited switch,WETH1A02,APAREJO ELECTRICO 1000KG 9MT 500KG 18MT 1600W WADFOW WETH1A02,LARGE,TINY,Chico,alta,
WETH1A02-SP-70,capacitor,WETH1A02,APAREJO ELECTRICO 1000KG 9MT 500KG 18MT 1600W WADFOW WETH1A02,LARGE,TINY,Chico,alta,
WETH1A02-SP-81,emergency stop switch,WETH1A02,APAREJO ELECTRICO 1000KG 9MT 500KG 18MT 1600W WADFOW WETH1A02,LARGE,TINY,Chico,alta,
WETH1A02-SP-83,up and down switch,WETH1A02,APAREJO ELECTRICO 1000KG 9MT 500KG 18MT 1600W WADFOW WETH1A02,LARGE,TINY,Chico,alta,
WFA1501-SP-10,Sand Paper Clip,WFA1501,LIJADORA ORBITAL DE PALMA WADFOW,HAND,TINY,Chico,alta,
WFA1501-SP-11,Wire Clip,WFA1501,LIJADORA ORBITAL DE PALMA WADFOW,HAND,TINY,Chico,alta,
WFA1501-SP-12,Base Plate,WFA1501,LIJADORA ORBITAL DE PALMA WADFOW,HAND,STRUCT,Mediano,alta,
WFA1501-SP-13,Foam Plate,WFA1501,LIJADORA ORBITAL DE PALMA WADFOW,HAND,MEDIO,Chico,alta,
WFA1501-SP-2,Switch,WFA1501,LIJADORA ORBITAL DE PALMA WADFOW,HAND,TINY,Chico,alta,
WFA1501-SP-20,Brush Holder,WFA1501,LIJADORA ORBITAL DE PALMA WADFOW,HAND,TINY,Chico,alta,
WFA1501-SP-21,Carbon Brush,WFA1501,LIJADORA ORBITAL DE PALMA WADFOW,HAND,TINY,Chico,alta,
WFA1501-SP-22,Rotor,WFA1501,LIJADORA ORBITAL DE PALMA WADFOW,HAND,MEDIO,Chico,alta,
WFA1501-SP-29,Fan,WFA1501,LIJADORA ORBITAL DE PALMA WADFOW,HAND,MEDIO,Chico,alta,
WFA1501-SP-36,Stator,WFA1501,LIJADORA ORBITAL DE PALMA WADFOW,HAND,MEDIO,Chico,alta,
WFA1501-SP-8,Vibration Support,WFA1501,LIJADORA ORBITAL DE PALMA WADFOW,HAND,SMALL,Chico,baja,pieza no reconocida
WFA1501-SP-9,Vibrating Support Plate,WFA1501,LIJADORA ORBITAL DE PALMA WADFOW,HAND,MEDIO,Chico,alta,
WFA1503-SP-12,Stator,WFA1503,LIJADORA ORBITAL 240W 110X100MM  + 5 LIJAS WADFOW WFA1503,HAND,MEDIO,Chico,alta,
WFA1503-SP-14,Armature,WFA1503,LIJADORA ORBITAL 240W 110X100MM  + 5 LIJAS WADFOW WFA1503,HAND,MEDIO,Chico,alta,
WFA1503-SP-16,Carbon Brush,WFA1503,LIJADORA ORBITAL 240W 110X100MM  + 5 LIJAS WADFOW WFA1503,HAND,TINY,Chico,alta,
WFA1503-SP-17,Brush holder,WFA1503,LIJADORA ORBITAL 240W 110X100MM  + 5 LIJAS WADFOW WFA1503,HAND,TINY,Chico,alta,
WFA1503-SP-20,Switch,WFA1503,LIJADORA ORBITAL 240W 110X100MM  + 5 LIJAS WADFOW WFA1503,HAND,TINY,Chico,alta,
WFA1503-SP-29,Fan,WFA1503,LIJADORA ORBITAL 240W 110X100MM  + 5 LIJAS WADFOW WFA1503,HAND,MEDIO,Chico,alta,
WFA1503-SP-36,Wire clip,WFA1503,LIJADORA ORBITAL 240W 110X100MM  + 5 LIJAS WADFOW WFA1503,HAND,TINY,Chico,alta,
WFA1503-SP-37,Base plate,WFA1503,LIJADORA ORBITAL 240W 110X100MM  + 5 LIJAS WADFOW WFA1503,HAND,STRUCT,Mediano,alta,
WFA1503-SP-38,Foam plate,WFA1503,LIJADORA ORBITAL 240W 110X100MM  + 5 LIJAS WADFOW WFA1503,HAND,MEDIO,Chico,alta,
WFA1503-SP-9,Housing,WFA1503,LIJADORA ORBITAL 240W 110X100MM  + 5 LIJAS WADFOW WFA1503,HAND,STRUCT,Mediano,alta,
WFA2501-SP-10,Brush holder,WFA2501,LIJADORA ORBITAL 320W WADFOW,HAND,TINY,Chico,alta,
WFA2501-SP-11,Carbon Brush,WFA2501,LIJADORA ORBITAL 320W WADFOW,HAND,TINY,Chico,alta,
WFA2501-SP-14,Rotor,WFA2501,LIJADORA ORBITAL 320W WADFOW,HAND,MEDIO,Chico,alta,
WFA2501-SP-17,Stator,WFA2501,LIJADORA ORBITAL 320W WADFOW,HAND,MEDIO,Chico,alta,
WFA2501-SP-24,Vibration Support,WFA2501,LIJADORA ORBITAL 320W WADFOW,HAND,SMALL,Chico,baja,pieza no reconocida
WFA2501-SP-25,Fan,WFA2501,LIJADORA ORBITAL 320W WADFOW,HAND,MEDIO,Chico,alta,
WFA2501-SP-26,Vibrating Support Plate,WFA2501,LIJADORA ORBITAL 320W WADFOW,HAND,MEDIO,Chico,alta,
WFA2501-SP-29,Sand Paper Clip,WFA2501,LIJADORA ORBITAL 320W WADFOW,HAND,TINY,Chico,alta,
WFA2501-SP-3,Switch,WFA2501,LIJADORA ORBITAL 320W WADFOW,HAND,TINY,Chico,alta,
WFA2501-SP-30,Baseboard,WFA2501,LIJADORA ORBITAL 320W WADFOW,HAND,STRUCT,Mediano,alta,
WFA2501-SP-35,Counterbalance,WFA2501,LIJADORA ORBITAL 320W WADFOW,HAND,SMALL,Chico,baja,pieza no reconocida
WFA2501-SP-38,Soft Mat Group,WFA2501,LIJADORA ORBITAL 320W WADFOW,HAND,SMALL,Chico,baja,pieza no reconocida
WGA1504-SP-13,Connector,WGA1504,PISTOLA PINTAR 600CC WADFOW,MICRO,TINY,Chico,alta,
WGA1504-SP-14,Needle Set,WGA1504,PISTOLA PINTAR 600CC WADFOW,MICRO,TINY,Chico,alta,
WGA1504-SP-15,Gasket 3.7x6.2x0.5,WGA1504,PISTOLA PINTAR 600CC WADFOW,MICRO,TINY,Chico,alta,
WGA1504-SP-2,Material Nozzle,WGA1504,PISTOLA PINTAR 600CC WADFOW,MICRO,SMALL,Chico,alta,
WGA1504-SP-21/22,Tank Assembly,WGA1504,PISTOLA PINTAR 600CC WADFOW,MICRO,STRUCT,Chico,alta,
WGA1504-SP-22,Tank Assembly,WGA1504,PISTOLA PINTAR 600CC WADFOW,MICRO,STRUCT,Chico,alta,
WGA1504-SP-3,Air ring,WGA1504,PISTOLA PINTAR 600CC WADFOW,MICRO,TINY,Chico,alta,
WGA1504-SP-4,Air Nozzle,WGA1504,PISTOLA PINTAR 600CC WADFOW,MICRO,SMALL,Chico,alta,
WGA1504-SP-5,Locking Knob,WGA1504,PISTOLA PINTAR 600CC WADFOW,MICRO,TINY,Chico,alta,
WGA1504-SP-7,Double thread joint,WGA1504,PISTOLA PINTAR 600CC WADFOW,MICRO,SMALL,Chico,baja,pieza no reconocida
WGA1506-SP-1,Flow Cap Assembly,WGA1506,PISTOLA DE PINTAR HVLP 600CC WADFOW WGA1506,MICRO,SMALL,Chico,baja,pieza no reconocida
WGA1506-SP-10,Cup,WGA1506,PISTOLA DE PINTAR HVLP 600CC WADFOW WGA1506,MICRO,SMALL,Chico,baja,pieza no reconocida
WGA1506-SP-15,Needle,WGA1506,PISTOLA DE PINTAR HVLP 600CC WADFOW WGA1506,MICRO,TINY,Chico,alta,
WGA1506-SP-16,Needle Spring,WGA1506,PISTOLA DE PINTAR HVLP 600CC WADFOW WGA1506,MICRO,TINY,Chico,alta,
WGA1506-SP-2,Nozzle,WGA1506,PISTOLA DE PINTAR HVLP 600CC WADFOW WGA1506,MICRO,SMALL,Chico,alta,
WGA1561-SP-10,Fluid Nozzle,WGA1561,PISTOLA PINTAR TACHO ABAJO 1000CC BASE COAT WADFOW WGA1561,MICRO,SMALL,Chico,alta,
WGA1561-SP-14,Needle,WGA1561,PISTOLA PINTAR TACHO ABAJO 1000CC BASE COAT WADFOW WGA1561,MICRO,TINY,Chico,alta,
WGA1561-SP-2,Cup,WGA1561,PISTOLA PINTAR TACHO ABAJO 1000CC BASE COAT WADFOW WGA1561,MICRO,SMALL,Chico,baja,pieza no reconocida
WGA1561-SP-3,Gasket,WGA1561,PISTOLA PINTAR TACHO ABAJO 1000CC BASE COAT WADFOW WGA1561,MICRO,TINY,Chico,alta,
WGA2612-SP-10,O Ring 8.0*1.8,WGA2612,PISTOLA INFLADOR 12 BAR WADFOW,MICRO,TINY,Chico,alta,
WGA2612-SP-11,Air Valve Body(A),WGA2612,PISTOLA INFLADOR 12 BAR WADFOW,MICRO,STRUCT,Chico,alta,
WGA2612-SP-14,Air Joint,WGA2612,PISTOLA INFLADOR 12 BAR WADFOW,MICRO,SMALL,Chico,baja,pieza no reconocida
WGA2612-SP-15,Pressure Relief Vale Assembly(C),WGA2612,PISTOLA INFLADOR 12 BAR WADFOW,MICRO,SMALL,Chico,baja,pieza no reconocida
WGA2612-SP-2,PRESSURE GAUGE,WGA2612,PISTOLA INFLADOR 12 BAR WADFOW,MICRO,TINY,Chico,alta,
WGA2612-SP-3,Pvc Tube,WGA2612,PISTOLA INFLADOR 12 BAR WADFOW,MICRO,SMALL,Chico,baja,pieza no reconocida
WGA2612-SP-9,O Ring 2*2,WGA2612,PISTOLA INFLADOR 12 BAR WADFOW,MICRO,TINY,Chico,alta,
WGA3575-SP-17,Double thread joint,WGA3575,PACK X2 PISTOLA LIMPIEZA 185MM WADFOW,HAND,SMALL,Chico,baja,pieza no reconocida
WGA3575-SP-2,AIR TUBE,WGA3575,PACK X2 PISTOLA LIMPIEZA 185MM WADFOW,HAND,SMALL,Chico,baja,pieza no reconocida
WGA3575-SP-5,Material Nozzle,WGA3575,PACK X2 PISTOLA LIMPIEZA 185MM WADFOW,HAND,SMALL,Chico,alta,
WGA3575-SP-7,CUP,WGA3575,PACK X2 PISTOLA LIMPIEZA 185MM WADFOW,HAND,SMALL,Chico,baja,pieza no reconocida
WGA4616-SP-10,O Ring 8.0×1.8,WGA4616,PISTOLA SOPLETEAR 16MM WADFOW,MICRO,TINY,Chico,alta,
WGA4616-SP-11,Air valve seat,WGA4616,PISTOLA SOPLETEAR 16MM WADFOW,MICRO,SMALL,Chico,alta,
WGA4616-SP-15,Air Joint,WGA4616,PISTOLA SOPLETEAR 16MM WADFOW,MICRO,SMALL,Chico,baja,pieza no reconocida
WGA4616-SP-2,O Ring 5.0×1.8,WGA4616,PISTOLA SOPLETEAR 16MM WADFOW,MICRO,TINY,Chico,alta,
WGA4616-SP-3,Nozzle C,WGA4616,PISTOLA SOPLETEAR 16MM WADFOW,MICRO,SMALL,Chico,alta,
WGA4616-SP-4,Air valve spring,WGA4616,PISTOLA SOPLETEAR 16MM WADFOW,MICRO,TINY,Chico,alta,
WGA4616-SP-5-9,Air valve assy,WGA4616,PISTOLA SOPLETEAR 16MM WADFOW,MICRO,SMALL,Chico,alta,
WGC1552-SP-108,Electronic Ignition,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,baja,pieza no reconocida
WGC1552-SP-11,Handle,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,MEDIO,Mediano,alta,
WGC1552-SP-112,Oil Cap,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,baja,pieza no reconocida
WGC1552-SP-117,Fly-Wheel-Assy,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,MEDIO,Mediano,alta,
WGC1552-SP-12,Lever-Safety Trigger,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,alta,
WGC1552-SP-121,Switch-Stop,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,TINY,Chico,alta,
WGC1552-SP-123,Crankcase(Left),WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
WGC1552-SP-14,Trigger,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,alta,
WGC1552-SP-145-147,Tensioning Assembly,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,baja,pieza no reconocida
WGC1552-SP-167,Primer Bulb,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,baja,pieza no reconocida
WGC1552-SP-18,Balancer,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,baja,pieza no reconocida
WGC1552-SP-19,Fuel Filter,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,alta,
WGC1552-SP-2,Tank Assy,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
WGC1552-SP-21,Hose-Fuel,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,alta,
WGC1552-SP-29,Cover- Top,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,MEDIO,Mediano,alta,
WGC1552-SP-32,Air Filter,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,alta,
WGC1552-SP-33,Cover- Air  Filter,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,MEDIO,Mediano,alta,
WGC1552-SP-38,Carburetor,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,MEDIO,Mediano,alta,
WGC1552-SP-45,Pad-Rubber Cushioning(Lower),WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,baja,pieza no reconocida
WGC1552-SP-5,Fuel Cap,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,baja,pieza no reconocida
WGC1552-SP-57,Oil Pump,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,MEDIO,Mediano,alta,
WGC1552-SP-58,Clutch Assy,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,MEDIO,Mediano,alta,
WGC1552-SP-6,Pad-Rubber Cushioning,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,baja,pieza no reconocida
WGC1552-SP-60,Drum-Clutch,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
WGC1552-SP-61,Sproket,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,baja,pieza no reconocida
WGC1552-SP-63,Gear-Worm,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,alta,
WGC1552-SP-69,Chain Catcher,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,alta,
WGC1552-SP-76,Stud-Bar,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,alta,
WGC1552-SP-85,Spark Plug,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,TINY,Chico,alta,
WGC1552-SP-87,Cylinder,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,MEDIO,Mediano,alta,
WGC1552-SP-90,Muffler,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,MEDIO,Mediano,alta,
WGC1552-SP-93,Gasket-Cylinder,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,MEDIO,Mediano,alta,
WGC1552-SP-94,Ring-Piston,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,MEDIO,Mediano,alta,
WGC1552-SP-95-97,PISTOL ASSY,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,baja,pieza no reconocida
WGC1552-SP-98,Bearing-Needle,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,TINY,Chico,alta,
WGC1552-SP-99,Crank Shaft-Conrod Assy,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,alta,
WGC1552-SP-A/127,Brake Housing Assy,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
WGC1552-SP-B/30/153,Starter Assy,WGC1552,"MOTOSIERRA NAFTA 18"" 1.8KW 46CC WADFOW WGC1552",MEDIUM,SMALL,Chico,baja,pieza no reconocida
WGEAA01-SP-1-1-25,Bearing,WGEAA01,GENERADOR 800W WADFOW,LARGE,TINY,Chico,alta,
WGEAA01-SP-1-1-28,Piston,WGEAA01,GENERADOR 800W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA01-SP-1-1-29/30,Piston Ring,WGEAA01,GENERADOR 800W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA01-SP-1-1-3,Crankshaft Assembly,WGEAA01,GENERADOR 800W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA01-SP-1-1-31,Gasket,WGEAA01,GENERADOR 800W WADFOW,LARGE,TINY,Chico,alta,
WGEAA01-SP-1-1-32,Cylinder,WGEAA01,GENERADOR 800W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA01-SP-1-1-33,Gasket,WGEAA01,GENERADOR 800W WADFOW,LARGE,TINY,Chico,alta,
WGEAA01-SP-1-1-34,Cylinder Head,WGEAA01,GENERADOR 800W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA01-SP-1-1-39,Air Shroud,WGEAA01,GENERADOR 800W WADFOW,LARGE,SMALL,Mediano,baja,pieza no reconocida
WGEAA01-SP-1-1-42,Coil Assembly,WGEAA01,GENERADOR 800W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA01-SP-1-1-52-61,Recoil Starter,WGEAA01,GENERADOR 800W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA01-SP-1-1-6,Oil Seal,WGEAA01,GENERADOR 800W WADFOW,LARGE,TINY,Chico,alta,
WGEAA01-SP-1-1-62,Gasket,WGEAA01,GENERADOR 800W WADFOW,LARGE,TINY,Chico,alta,
WGEAA01-SP-1-1-63-68,Manifold Assembly,WGEAA01,GENERADOR 800W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA01-SP-1-1-71,Ignition Assembling,WGEAA01,GENERADOR 800W WADFOW,LARGE,SMALL,Mediano,baja,pieza no reconocida
WGEAA01-SP-1-14,Fuel Tank,WGEAA01,GENERADOR 800W WADFOW,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
WGEAA01-SP-1-15,Fuel Tank Cap,WGEAA01,GENERADOR 800W WADFOW,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
WGEAA01-SP-1-17,Fuel Filter,WGEAA01,GENERADOR 800W WADFOW,LARGE,SMALL,Mediano,alta,
WGEAA01-SP-1-23-25,Bearing/Rotor Assembly/Diode,WGEAA01,GENERADOR 800W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA01-SP-1-26,Stator Assembly,WGEAA01,GENERADOR 800W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA01-SP-1-27,Carburetor Connecting Rod,WGEAA01,GENERADOR 800W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA01-SP-1-30,Carburetor,WGEAA01,GENERADOR 800W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA01-SP-1-4,Muffler,WGEAA01,GENERADOR 800W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA01-SP-1-42,Ac Receptacele,WGEAA01,GENERADOR 800W WADFOW,LARGE,SMALL,Mediano,baja,pieza no reconocida
WGEAA01-SP-1-48,Condenser,WGEAA01,GENERADOR 800W WADFOW,LARGE,SMALL,Mediano,baja,pieza no reconocida
WGEAA01-SP-1-53,Engine Switch,WGEAA01,GENERADOR 800W WADFOW,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
WGEAA01-SP-1-8,Fuel Cock,WGEAA01,GENERADOR 800W WADFOW,LARGE,SMALL,Mediano,baja,pieza no reconocida
WGEAA02-SP-11,Returner Valve,WGEAA02,GENERADOR GASOLINE 1200W WADFOW,LARGE,SMALL,Mediano,alta,
WGEAA02-SP-14,INTAKE VAVLE,WGEAA02,GENERADOR GASOLINE 1200W WADFOW,LARGE,SMALL,Mediano,baja,pieza no reconocida
WGEAA02-SP-15,EXHAUST VAVLE,WGEAA02,GENERADOR GASOLINE 1200W WADFOW,LARGE,SMALL,Mediano,baja,pieza no reconocida
WGEAA02-SP-20,CYLINDER HEAD,WGEAA02,GENERADOR GASOLINE 1200W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA02-SP-25,CARBURETOR,WGEAA02,GENERADOR GASOLINE 1200W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA02-SP-28,AIR FILTER,WGEAA02,GENERADOR GASOLINE 1200W WADFOW,LARGE,SMALL,Mediano,alta,
WGEAA02-SP-33,Muffer Assembly,WGEAA02,GENERADOR GASOLINE 1200W WADFOW,LARGE,SMALL,Mediano,baja,pieza no reconocida
WGEAA02-SP-35,"GASKET,CYLINDER HEAD",WGEAA02,GENERADOR GASOLINE 1200W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA02-SP-36,PISTON RING SET,WGEAA02,GENERADOR GASOLINE 1200W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA02-SP-37,PISTON,WGEAA02,GENERADOR GASOLINE 1200W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
WGEAA02-SP-4,"GASKET, VALVE COVER",WGEAA02,GENERADOR GASOLINE 1200W WADFOW,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
